original_claim,processed_claim,label,id,label_id,predicted_label_id,predicted_label,is_correct,prediction_confidence,claim_length,word_count,length_bin,conf_bin
Umbrella is a lead singer.,umbrella lead singer,REFUTES,121519,1,0,SUPPORTS,False,0.60336053,26,5,0-5,0.6-0.7
Benedict Cumberbatch was in Time magazine.,benedict cumberbatch time magazine,SUPPORTS,8946,0,0,SUPPORTS,True,0.9868658,42,6,6-10,0.9-1.0
The Uruguay national football team won competitions.,uruguay national football team competition,SUPPORTS,137095,0,0,SUPPORTS,True,0.99330246,52,7,6-10,0.9-1.0
Louis Tomlinson is a person.,louis tomlinson person,SUPPORTS,121240,0,0,SUPPORTS,True,0.99628747,28,5,0-5,0.9-1.0
Joseph Stalin was a person who worked in politics.,joseph stalin person worked politics,SUPPORTS,29813,0,0,SUPPORTS,True,0.99583274,50,9,6-10,0.9-1.0
The Prestige is a book.,prestige book,SUPPORTS,122131,0,0,SUPPORTS,True,0.9919722,23,5,0-5,0.9-1.0
Melbourne is a city.,melbourne city,SUPPORTS,5540,0,0,SUPPORTS,True,0.9948074,20,4,0-5,0.9-1.0
Kevin Garnett played with Paul Pierce.,kevin garnett played paul pierce,SUPPORTS,56492,0,0,SUPPORTS,True,0.98924834,38,6,6-10,0.9-1.0
"DJ Khaled assisted in the production of the top hip-hop albums Me, Myself, & I by Fat Joe.",dj khaled assisted production top hiphop album fat joe,NOT ENOUGH INFO,221178,2,0,SUPPORTS,False,0.6824514,90,18,16-20,0.6-0.7
Steven Gerrard represented his country at three UEFA European Football Championships.,steven gerrard represented country three uefa european football championship,SUPPORTS,109178,0,0,SUPPORTS,True,0.99178374,85,11,11-15,0.9-1.0
Coke Boys Records was founded in 2008.,coke boy record founded 2008,SUPPORTS,26215,0,1,REFUTES,False,0.61300427,38,7,6-10,0.6-0.7
The Twelfth Doctor is from an Australian television show.,twelfth doctor australian television show,NOT ENOUGH INFO,119898,2,0,SUPPORTS,False,0.9254555,57,9,6-10,0.9-1.0
Bryan Cranston played Dr. Tim Whatley on a NBC comedy series.,bryan cranston played dr tim whatley nbc comedy series,SUPPORTS,4802,0,0,SUPPORTS,True,0.9885938,61,11,11-15,0.9-1.0
Rogue is a Gemini.,rogue gemini,NOT ENOUGH INFO,107792,2,1,REFUTES,False,0.7624966,18,4,0-5,0.7-0.8
Prison Break has three seasons.,prison break three season,REFUTES,63544,1,1,REFUTES,True,0.9927912,31,5,0-5,0.9-1.0
Robert F. Kennedy died on June 6th 1968.,robert f kennedy died june 6th 1968,SUPPORTS,153687,0,1,REFUTES,False,0.9892027,40,8,6-10,0.9-1.0
Canada was never colonized.,canada never colonized,REFUTES,131353,1,1,REFUTES,True,0.9944806,27,4,0-5,0.9-1.0
The 1992 Los Angeles riots occurred in the most popular store in the mall.,1992 los angeles riot occurred popular store mall,NOT ENOUGH INFO,64703,2,2,NOT ENOUGH INFO,True,0.8158754,74,14,11-15,0.8-0.9
Jennifer Jason Leigh had a role in a film.,jennifer jason leigh role film,SUPPORTS,86152,0,0,SUPPORTS,True,0.99605125,42,9,6-10,0.9-1.0
Giancarlo Stanton played first base for the Marlins.,giancarlo stanton played first base marlin,REFUTES,21285,1,2,NOT ENOUGH INFO,False,0.7493667,52,8,6-10,0.7-0.8
Black Mirror is not about modern society.,black mirror modern society,REFUTES,130625,1,0,SUPPORTS,False,0.46042863,41,7,6-10,0.4-0.5
Samsung Life Insurance's headquarters are in the capital of Bolivia.,samsung life insurance headquarters capital bolivia,REFUTES,1519,1,2,NOT ENOUGH INFO,False,0.974602,68,10,6-10,0.9-1.0
Green Day is incapable of being a music band.,green day incapable music band,REFUTES,24339,1,1,REFUTES,True,0.999298,45,9,6-10,0.9-1.0
The original name for the Red Hot Chili Peppers was Tony Flow and the Miraculously Majestic Masters of Mayhem.,original name red hot chili pepper tony flow miraculously majestic master mayhem,SUPPORTS,135452,0,0,SUPPORTS,True,0.9925569,110,19,16-20,0.9-1.0
Superman was released in 1978.,superman released 1978,SUPPORTS,95287,0,0,SUPPORTS,True,0.98948854,30,5,0-5,0.9-1.0
Ozzy Osbourne was fired from Black Sabbath in 1879.,ozzy osbourne fired black sabbath 1879,REFUTES,83240,1,2,NOT ENOUGH INFO,False,0.9927704,51,9,6-10,0.9-1.0
Chris Weitz is an occasional actor.,chris weitz occasional actor,SUPPORTS,12554,0,2,NOT ENOUGH INFO,False,0.9148835,35,6,6-10,0.9-1.0
Poland is the 17th most visited country in the world.,poland 17th visited country world,REFUTES,25023,1,0,SUPPORTS,False,0.98826456,53,10,6-10,0.9-1.0
Sharon Tate was an actress.,sharon tate actress,SUPPORTS,8082,0,0,SUPPORTS,True,0.9950098,27,5,0-5,0.9-1.0
50 First Dates is a 2004 American film.,50 first date 2004 american film,SUPPORTS,225661,0,0,SUPPORTS,True,0.99387,39,8,6-10,0.9-1.0
Lemon Sky was created by Lanford Wilson.,lemon sky created lanford wilson,SUPPORTS,182385,0,0,SUPPORTS,True,0.9152224,40,7,6-10,0.9-1.0
Seattle became an epicenter for aircraft manufacturing.,seattle became epicenter aircraft manufacturing,SUPPORTS,56037,0,2,NOT ENOUGH INFO,False,0.9912704,55,7,6-10,0.9-1.0
Daniel Day-Lewis was born in London.,daniel daylewis born london,SUPPORTS,3116,0,1,REFUTES,False,0.68403274,36,6,6-10,0.6-0.7
Winnipeg is foreign to the Manitoba Moose.,winnipeg foreign manitoba moose,REFUTES,184933,1,1,REFUTES,True,0.99404705,42,7,6-10,0.9-1.0
The Nile fails to drain  through Ethiopia.,nile fails drain ethiopia,REFUTES,213259,1,1,REFUTES,True,0.99563897,42,7,6-10,0.9-1.0
Martin Scorsese has won an award.,martin scorsese award,SUPPORTS,128684,0,0,SUPPORTS,True,0.9954098,33,6,6-10,0.9-1.0
The West Wing contains no rooms.,west wing contains room,REFUTES,152671,1,1,REFUTES,True,0.9709626,32,6,6-10,0.9-1.0
Andy Warhol wrote a memoir published in 1980.,andy warhol wrote memoir published 1980,SUPPORTS,37676,0,0,SUPPORTS,True,0.51108176,45,8,6-10,0.5-0.6
Walt Whitman was only born in Hawaii.,walt whitman born hawaii,REFUTES,197485,1,1,REFUTES,True,0.91304576,37,7,6-10,0.9-1.0
Believe is a work.,believe work,SUPPORTS,143098,0,0,SUPPORTS,True,0.99441636,18,4,0-5,0.9-1.0
Jessica Biel has not acted with Jamie Foxx.,jessica biel acted jamie foxx,REFUTES,36604,1,1,REFUTES,True,0.9975479,43,8,6-10,0.9-1.0
Beijing has a single party-government.,beijing single partygovernment,NOT ENOUGH INFO,108103,2,2,NOT ENOUGH INFO,True,0.997773,38,5,0-5,0.9-1.0
The Last of Us Part II is an upcoming action-adventure survival horror video game.,last u part ii upcoming actionadventure survival horror video game,SUPPORTS,213997,0,1,REFUTES,False,0.9852506,82,14,11-15,0.9-1.0
Daft Punk's fourth album was Homework.,daft punk fourth album homework,REFUTES,80305,1,0,SUPPORTS,False,0.9566384,38,6,6-10,0.9-1.0
John D. Rockefeller founded Goldman Sachs.,john rockefeller founded goldman sachs,NOT ENOUGH INFO,55020,2,0,SUPPORTS,False,0.9779028,42,6,6-10,0.9-1.0
Lee Majors is an actor in movies.,lee major actor movie,SUPPORTS,127081,0,0,SUPPORTS,True,0.99524873,33,7,6-10,0.9-1.0
Demi Lovato is an LGBT community advocate.,demi lovato lgbt community advocate,SUPPORTS,139413,0,0,SUPPORTS,True,0.9946114,42,7,6-10,0.9-1.0
Ozzy Osbourne was inducted.,ozzy osbourne inducted,SUPPORTS,48255,0,0,SUPPORTS,True,0.99447507,27,4,0-5,0.9-1.0
Superior Donuts is a sitcom.,superior donut sitcom,SUPPORTS,43138,0,1,REFUTES,False,0.9859424,28,5,0-5,0.9-1.0
Unapologetic is an album.,unapologetic album,SUPPORTS,50395,0,0,SUPPORTS,True,0.9547151,25,4,0-5,0.9-1.0
Take a Bow was released in 1994.,take bow released 1994,SUPPORTS,172605,0,0,SUPPORTS,True,0.99118537,32,7,6-10,0.9-1.0
Ben Kingsley is an actor.,ben kingsley actor,SUPPORTS,7806,0,0,SUPPORTS,True,0.9941121,25,5,0-5,0.9-1.0
Battle Studies World Tour was unassociated with John Mayer.,battle study world tour unassociated john mayer,REFUTES,224096,1,1,REFUTES,True,0.98943174,59,9,6-10,0.9-1.0
Kangana Ranaut acts.,kangana ranaut act,SUPPORTS,96172,0,0,SUPPORTS,True,0.99602735,20,3,0-5,0.9-1.0
Jordan Peele is a stateless person.,jordan peele stateless person,REFUTES,89094,1,1,REFUTES,True,0.99915326,35,6,6-10,0.9-1.0
Snoop Dogg was involved with an American record label,snoop dogg involved american record label,SUPPORTS,206007,0,0,SUPPORTS,True,0.98894393,53,9,6-10,0.9-1.0
Modern lawn tennis evolved from real tennis.,modern lawn tennis evolved real tennis,NOT ENOUGH INFO,47903,2,2,NOT ENOUGH INFO,True,0.9915372,44,7,6-10,0.9-1.0
Muhammad is significant to Islam.,muhammad significant islam,SUPPORTS,43742,0,0,SUPPORTS,True,0.9935952,33,5,0-5,0.9-1.0
London is the location of a place.,london location place,SUPPORTS,82778,0,0,SUPPORTS,True,0.9961747,34,7,6-10,0.9-1.0
Dhool is a work.,dhool work,SUPPORTS,112038,0,0,SUPPORTS,True,0.9954709,16,4,0-5,0.9-1.0
Audrey Horne was introduced in a series that premiered on April 8 and she was American.,audrey horne introduced series premiered april 8 american,NOT ENOUGH INFO,205201,2,0,SUPPORTS,False,0.98283225,87,16,16-20,0.9-1.0
Wyatt Earp was a person.,wyatt earp person,SUPPORTS,124003,0,0,SUPPORTS,True,0.9959241,24,5,0-5,0.9-1.0
Nick Jonas is a recording artist.,nick jonas recording artist,SUPPORTS,41942,0,0,SUPPORTS,True,0.9956115,33,6,6-10,0.9-1.0
Gillian Anderson was accepted into the Order of the British Empire in 1990.,gillian anderson accepted order british empire 1990,REFUTES,68762,1,2,NOT ENOUGH INFO,False,0.9691506,75,13,11-15,0.9-1.0
There is no record of Peyton Manning ever playing football.,record peyton manning ever playing football,REFUTES,169886,1,1,REFUTES,True,0.9987696,59,10,6-10,0.9-1.0
Friends with Benefits features actors.,friend benefit feature actor,SUPPORTS,209730,0,0,SUPPORTS,True,0.9937204,38,5,0-5,0.9-1.0
Protein is part of the Ketogenic diet.,protein part ketogenic diet,SUPPORTS,115605,0,0,SUPPORTS,True,0.9964211,38,7,6-10,0.9-1.0
Cate Blanchett was nominated for an Academy Award.,cate blanchett nominated academy award,SUPPORTS,2290,0,0,SUPPORTS,True,0.9955882,50,8,6-10,0.9-1.0
John McCain works in politics.,john mccain work politics,SUPPORTS,52407,0,0,SUPPORTS,True,0.9947935,30,5,0-5,0.9-1.0
The Houston Rockets have won zero Western Conference titles.,houston rocket zero western conference title,REFUTES,86194,1,1,REFUTES,True,0.9931384,60,9,6-10,0.9-1.0
Lisa Lopes was a founding member of TLC.,lisa lope founding member tlc,SUPPORTS,141252,0,0,SUPPORTS,True,0.9818195,40,8,6-10,0.9-1.0
Snowden's cast is mostly American.,snowdens cast mostly american,SUPPORTS,129141,0,0,SUPPORTS,True,0.984983,34,5,0-5,0.9-1.0
All major political forces in Azerbaijan are not secular.,major political force azerbaijan secular,REFUTES,67531,1,2,NOT ENOUGH INFO,False,0.99302953,57,9,6-10,0.9-1.0
Greenwich is in England.,greenwich england,SUPPORTS,201500,0,0,SUPPORTS,True,0.9909827,24,4,0-5,0.9-1.0
Kendrick Lamar signed his first contract with the San Antonio Spurs.,kendrick lamar signed first contract san antonio spur,NOT ENOUGH INFO,116490,2,2,NOT ENOUGH INFO,True,0.94109863,68,11,11-15,0.9-1.0
Three Days of the Condor is a film.,three day condor film,SUPPORTS,126983,0,0,SUPPORTS,True,0.98249394,35,8,6-10,0.9-1.0
Demi Lovato is an American singer.,demi lovato american singer,SUPPORTS,18359,0,0,SUPPORTS,True,0.9951267,34,6,6-10,0.9-1.0
Transformers: Dark of the Moon is a movie.,transformer dark moon movie,SUPPORTS,97671,0,0,SUPPORTS,True,0.99573576,42,8,6-10,0.9-1.0
"Planet of the Apes was not released on February 8, 1968.",planet ape released february 8 1968,REFUTES,109653,1,1,REFUTES,True,0.9960628,56,11,11-15,0.9-1.0
The city of Machu Picchu was part of the largest empire in pre-columbian America.,city machu picchu part largest empire precolumbian america,SUPPORTS,102610,0,2,NOT ENOUGH INFO,False,0.46530455,81,14,11-15,0.4-0.5
Rachel McAdams acted as a journalist.,rachel mcadams acted journalist,SUPPORTS,105322,0,0,SUPPORTS,True,0.9915149,37,6,6-10,0.9-1.0
Anton Yelchin relocated to the United States.,anton yelchin relocated united state,SUPPORTS,24696,0,0,SUPPORTS,True,0.8874341,45,7,6-10,0.8-0.9
A Song of Ice and Fire involves multiple characters.,song ice fire involves multiple character,SUPPORTS,193133,0,0,SUPPORTS,True,0.99003905,52,9,6-10,0.9-1.0
Marlon Brando was in a movie.,marlon brando movie,SUPPORTS,213095,0,0,SUPPORTS,True,0.9961849,29,6,6-10,0.9-1.0
Maisie Williams is a woman.,maisie williams woman,SUPPORTS,193517,0,0,SUPPORTS,True,0.9952928,27,5,0-5,0.9-1.0
Vitamin B12 is an island.,vitamin b12 island,REFUTES,77890,1,2,NOT ENOUGH INFO,False,0.64286494,25,5,0-5,0.6-0.7
Citalopram is only called Citalopram.,citalopram called citalopram,REFUTES,159803,1,1,REFUTES,True,0.5376489,37,5,0-5,0.5-0.6
Gennady Golovkin boxes.,gennady golovkin box,SUPPORTS,8089,0,0,SUPPORTS,True,0.9961075,23,3,0-5,0.9-1.0
Wyatt Earp's first wife of four was Urilla Sutherland Earp.,wyatt earps first wife four urilla sutherland earp,NOT ENOUGH INFO,27486,2,0,SUPPORTS,False,0.9747114,59,10,6-10,0.9-1.0
Rey Mysterio completed wrestling competitions.,rey mysterio completed wrestling competition,SUPPORTS,133917,0,0,SUPPORTS,True,0.9911014,46,5,0-5,0.9-1.0
Cosmopolitan as of 2011 contains content which includes articles on women's issues.,cosmopolitan 2011 contains content includes article womens issue,SUPPORTS,205934,0,0,SUPPORTS,True,0.82514364,83,12,11-15,0.8-0.9
The Long Run was co-written by Don Henley and Glenn Frey.,long run cowritten henley glenn frey,SUPPORTS,192084,0,0,SUPPORTS,True,0.98421115,57,11,11-15,0.9-1.0
FC Barcelona has won zero European titles in soccer.,fc barcelona zero european title soccer,REFUTES,127887,1,1,REFUTES,True,0.9990201,52,9,6-10,0.9-1.0
Malcolm Young was a member from AC/DC.,malcolm young member acdc,SUPPORTS,8410,0,0,SUPPORTS,True,0.9949339,38,7,6-10,0.9-1.0
Tanzania is on the eastern side of Africa.,tanzania eastern side africa,SUPPORTS,37551,0,0,SUPPORTS,True,0.9919436,42,8,6-10,0.9-1.0
Constantine is a film.,constantine film,SUPPORTS,217347,0,0,SUPPORTS,True,0.99488515,22,4,0-5,0.9-1.0
The current Doctor is the tenth.,current doctor tenth,REFUTES,150008,1,1,REFUTES,True,0.6573317,32,6,6-10,0.6-0.7
"In 1969, a mission to outer space was led by Neil Armstrong.",1969 mission outer space led neil armstrong,SUPPORTS,48523,0,0,SUPPORTS,True,0.994718,60,12,11-15,0.9-1.0
Prince released multiple albums.,prince released multiple album,SUPPORTS,107337,0,0,SUPPORTS,True,0.98794866,32,4,0-5,0.9-1.0
Julia Louis-Dreyfus is a female actor.,julia louisdreyfus female actor,SUPPORTS,94825,0,0,SUPPORTS,True,0.9958062,38,6,6-10,0.9-1.0
The film industry contains Jessica Chastain.,film industry contains jessica chastain,SUPPORTS,149009,0,0,SUPPORTS,True,0.98589987,44,6,6-10,0.9-1.0
Alex Rodriguez's position was between second and third base.,alex rodriguezs position second third base,SUPPORTS,140314,0,0,SUPPORTS,True,0.97437876,60,9,6-10,0.9-1.0
Cher is one of the best-selling music artists in music history.,cher one bestselling music artist music history,SUPPORTS,135109,0,0,SUPPORTS,True,0.7517665,63,11,11-15,0.7-0.8
World War I included the Allies having conflict with the Central Powers.,world war included ally conflict central power,SUPPORTS,87907,0,0,SUPPORTS,True,0.98486555,72,12,11-15,0.9-1.0
Indonesia has a large economy.,indonesia large economy,SUPPORTS,145244,0,0,SUPPORTS,True,0.70318156,30,5,0-5,0.7-0.8
Robert Browning worked as a poet.,robert browning worked poet,SUPPORTS,219217,0,0,SUPPORTS,True,0.9957183,33,6,6-10,0.9-1.0
The Nilotic languages are a group of Middle Eastern languages.,nilotic language group middle eastern language,REFUTES,157562,1,1,REFUTES,True,0.99724114,62,10,6-10,0.9-1.0
Emily Blunt is a performer.,emily blunt performer,SUPPORTS,20707,0,0,SUPPORTS,True,0.99555004,27,5,0-5,0.9-1.0
Kobe Bryant has never played in the NBA.,kobe bryant never played nba,REFUTES,43816,1,1,REFUTES,True,0.9983444,40,8,6-10,0.9-1.0
Edge of Tomorrow was released in cinemas in Brazil.,edge tomorrow released cinema brazil,SUPPORTS,193246,0,1,REFUTES,False,0.45915943,51,9,6-10,0.4-0.5
Reds is a 1987 film.,red 1987 film,REFUTES,216738,1,0,SUPPORTS,False,0.9828441,20,5,0-5,0.9-1.0
Dhool featured an Indian actor in a lead role.,dhool featured indian actor lead role,SUPPORTS,1738,0,0,SUPPORTS,True,0.9928417,46,9,6-10,0.9-1.0
John Lennon was in the most commercially successful band in history from the 1960's.,john lennon commercially successful band history 1960s,NOT ENOUGH INFO,226071,2,0,SUPPORTS,False,0.6160986,84,14,11-15,0.6-0.7
Vince Vaughn appeared in at least one movie.,vince vaughn appeared least one movie,SUPPORTS,183320,0,0,SUPPORTS,True,0.9949344,44,8,6-10,0.9-1.0
Water occurs in nature as cheese.,water occurs nature cheese,NOT ENOUGH INFO,82525,2,2,NOT ENOUGH INFO,True,0.50941974,33,6,6-10,0.5-0.6
Lee Majors isn't a television actor.,lee major isnt television actor,REFUTES,57993,1,1,REFUTES,True,0.9992625,36,6,6-10,0.9-1.0
Eminem has an album.,eminem album,SUPPORTS,208197,0,0,SUPPORTS,True,0.9914352,20,4,0-5,0.9-1.0
Thirteen Reasons Why was written by a person.,thirteen reason written person,SUPPORTS,126168,0,0,SUPPORTS,True,0.9960187,45,8,6-10,0.9-1.0
Walter Pidgeon is included in Saratoga.,walter pidgeon included saratoga,SUPPORTS,203366,0,0,SUPPORTS,True,0.5504795,39,6,6-10,0.5-0.6
Marie Curie was educated in Krakow.,marie curie educated krakow,NOT ENOUGH INFO,102433,2,0,SUPPORTS,False,0.961947,35,6,6-10,0.9-1.0
"In 2005, Jeremy Irons acted in Elizabeth I.",2005 jeremy iron acted elizabeth,SUPPORTS,111587,0,1,REFUTES,False,0.83378106,43,8,6-10,0.8-0.9
Everton F.C. is part of North America.,everton fc part north america,REFUTES,116447,1,1,REFUTES,True,0.9958692,38,7,6-10,0.9-1.0
Inhumans's characters are adapted from Marvel Comics's Inhumans series.,inhumanss character adapted marvel comicss inhumans series,SUPPORTS,56903,0,0,SUPPORTS,True,0.9525563,71,9,6-10,0.9-1.0
One movie actress is Anne Hathaway.,one movie actress anne hathaway,SUPPORTS,61371,0,0,SUPPORTS,True,0.99587005,35,6,6-10,0.9-1.0
Plato was a president.,plato president,NOT ENOUGH INFO,126460,2,2,NOT ENOUGH INFO,True,0.997184,22,4,0-5,0.9-1.0
D. B. Weiss is a driver.,b weiss driver,NOT ENOUGH INFO,125169,2,2,NOT ENOUGH INFO,True,0.99839383,24,6,6-10,0.9-1.0
Paul Newman was an actor.,paul newman actor,SUPPORTS,15743,0,0,SUPPORTS,True,0.99409735,25,5,0-5,0.9-1.0
Lahore is home to multiple UNESCO World Heritage Sites including Lahore Fort and the Shalimar Gardens.,lahore home multiple unesco world heritage site including lahore fort shalimar garden,SUPPORTS,13611,0,0,SUPPORTS,True,0.9917529,102,16,16-20,0.9-1.0
Kolyma has reserves of natural resources.,kolyma reserve natural resource,SUPPORTS,222783,0,0,SUPPORTS,True,0.995447,41,6,6-10,0.9-1.0
Ryan Seacrest is a hamburger producer.,ryan seacrest hamburger producer,NOT ENOUGH INFO,120695,2,2,NOT ENOUGH INFO,True,0.9980254,38,6,6-10,0.9-1.0
Gillian Anderson is a German-Italian actress.,gillian anderson germanitalian actress,REFUTES,116584,1,2,NOT ENOUGH INFO,False,0.9767364,45,6,6-10,0.9-1.0
Brian Wilson was part of the Beach Boys.,brian wilson part beach boy,SUPPORTS,156207,0,0,SUPPORTS,True,0.994696,40,8,6-10,0.9-1.0
Just Dance spent almost five months on the Billboard Hot 100.,dance spent almost five month billboard hot 100,SUPPORTS,88916,0,0,SUPPORTS,True,0.96355736,61,11,11-15,0.9-1.0
Avatar premiered in 2009.,avatar premiered 2009,SUPPORTS,26580,0,0,SUPPORTS,True,0.9950954,25,4,0-5,0.9-1.0
Agatha Christie stayed away from writing plays.,agatha christie stayed away writing play,REFUTES,132723,1,1,REFUTES,True,0.9979632,47,7,6-10,0.9-1.0
Investment funds are converted to collective investment vehicles.,investment fund converted collective investment vehicle,NOT ENOUGH INFO,39290,2,0,SUPPORTS,False,0.98805386,65,8,6-10,0.9-1.0
Ben Kingsley is an actor.,ben kingsley actor,SUPPORTS,7806,0,0,SUPPORTS,True,0.9941121,25,5,0-5,0.9-1.0
J. Cole signed to Jay Z's Roc Nation imprint in 2009 in order to produce his first album.,j cole signed jay z roc nation imprint 2009 order produce first album,NOT ENOUGH INFO,103007,2,0,SUPPORTS,False,0.9807217,89,18,16-20,0.9-1.0
